,0,1,2,3,4
5445,14,22,14,0,[1]
5446,2,21,14,12,[2]
5447,4,21,14,10,[0]
5448,6,19,14,8,[5]
5449,8,22,14,6,[3]
5450,10,23,14,4,[4]
5451,12,25,14,2,[0]
5452,14,23,14,0,[2]
5453,2,23,14,12,[2]
5454,4,23,14,10,[1]
5455,6,22,14,8,[2]
5456,8,22,14,6,[0]
5457,10,20,14,4,[1]
5458,12,19,14,2,[1]
5459,14,18,14,0,[1]
5460,1,0,14,13,[1]
5461,3,0,14,11,[1]
5462,4,0,14,10,[0]
5463,4,0,14,10,[4]
5464,5,2,14,9,[4]
5465,7,4,14,7,[3]
5466,9,5,14,5,[1]
5467,2,4,14,12,[1]
5468,4,3,14,10,[3]
5469,6,4,14,8,[5]
5470,8,7,14,6,[1]
5471,10,6,14,4,[0]
5472,12,4,14,2,[0]
5473,14,2,14,0,[3]
5474,2,3,14,12,[2]
5475,4,3,14,10,[0]
5476,6,1,14,8,[4]
5477,8,3,14,6,[1]
5478,10,2,14,4,[1]
5479,12,1,14,2,[3]
5480,14,2,14,0,[4]
5481,2,4,14,12,[2]
5482,4,4,14,10,[4]
5483,6,6,14,8,[5]
5484,8,9,14,6,[1]
5485,10,8,14,4,[4]
5486,12,10,14,2,[4]
5487,14,12,14,0,[5]
5488,2,15,14,12,[5]
5489,4,18,14,10,[3]
5490,6,19,14,8,[1]
5491,8,18,14,6,[0]
5492,10,16,14,4,[0]
5493,12,14,14,2,[3]
5494,14,15,14,0,[3]
5495,2,16,14,12,[4]
5496,4,18,14,10,[0]
5497,6,16,14,8,[3]
5498,8,17,14,6,[1]
5499,10,16,14,4,[5]
5500,12,19,14,2,[0]
5501,14,17,14,0,[3]
5502,2,18,14,12,[4]
5503,4,20,14,10,[3]
5504,6,21,14,8,[3]
5505,8,22,14,6,[0]
5506,10,20,14,4,[4]
5507,12,22,14,2,[4]
5508,14,24,14,0,[1]
5509,2,23,14,12,[1]
5510,4,22,14,10,[3]
5511,6,23,14,8,[3]
5512,8,24,14,6,[5]
5513,10,27,14,4,[2]
5514,12,27,14,2,[4]
5515,14,29,14,0,[4]
5516,2,31,14,12,[3]
5517,4,32,14,10,[1]
5518,6,31,14,8,[4]
5519,8,33,14,6,[0]
5520,10,31,14,4,[1]
5521,12,30,14,2,[5]
5522,14,33,14,0,[0]
5523,2,31,14,12,[0]
5524,4,29,14,10,[3]
5525,6,30,14,8,[5]
5526,8,33,14,6,[1]
5527,10,32,14,4,[4]
5528,12,34,14,2,[1]
5529,14,33,14,0,[4]
5530,2,35,14,12,[0]
5531,4,33,14,10,[2]
5532,6,33,14,8,[3]
5533,8,34,14,6,[4]
5534,10,36,14,4,[0]
5535,12,34,14,2,[2]
5536,14,34,14,0,[4]
5537,2,36,14,12,[4]
5538,4,38,14,10,[3]
5539,6,39,14,8,[0]
5540,8,37,14,6,[5]
5541,10,40,14,4,[4]
5542,12,42,14,2,[4]
5543,14,44,14,0,[3]
5544,2,45,14,12,[0]
5545,4,43,14,10,[2]
5546,6,43,14,8,[0]
5547,8,41,14,6,[3]
5548,10,42,14,4,[5]
5549,12,45,14,2,[5]
5550,14,48,14,0,[2]
5551,2,48,14,12,[2]
5552,4,48,14,10,[3]
5553,6,48,14,8,[0]
5554,8,46,14,6,[2]
5555,10,46,14,4,[3]
5556,12,47,14,2,[4]
5557,14,48,14,0,[5]
5558,2,48,14,12,[0]
5559,4,46,14,10,[3]
5560,6,47,14,8,[0]
5561,8,45,14,6,[0]
5562,10,43,14,4,[2]
5563,12,43,14,2,[1]
5564,14,42,14,0,[3]
5565,1,0,14,13,[5]
5566,3,3,14,11,[1]
5567,5,2,14,9,[0]
5568,7,0,14,7,[5]
5569,9,3,14,5,[2]
5570,11,3,14,3,[5]
5571,13,6,14,1,[2]
5572,2,6,14,12,[1]
5573,4,5,14,10,[3]
5574,6,6,14,8,[2]
5575,8,6,14,6,[3]
5576,10,7,14,4,[5]
5577,12,10,14,2,[4]
5578,14,12,14,0,[2]
5579,2,12,14,12,[2]
5580,4,12,14,10,[3]
5581,6,13,14,8,[0]
5582,8,11,14,6,[4]
5583,10,13,14,4,[5]
5584,12,16,14,2,[0]
5585,14,14,14,0,[4]
5586,2,16,14,12,[2]
5587,4,16,14,10,[5]
5588,6,19,14,8,[4]
5589,8,21,14,6,[2]
5590,10,21,14,4,[5]
5591,12,24,14,2,[2]
5592,14,24,14,0,[2]
5593,2,24,14,12,[4]
5594,4,26,14,10,[3]
5595,6,27,14,8,[0]
5596,8,25,14,6,[3]
5597,10,26,14,4,[2]
5598,12,26,14,2,[5]
5599,14,29,14,0,[0]
5600,2,27,14,12,[4]
5601,4,29,14,10,[3]
5602,6,30,14,8,[5]
5603,8,33,14,6,[5]
5604,10,36,14,4,[3]
5605,12,37,14,2,[1]
5606,14,36,14,0,[3]
5607,2,37,14,12,[5]
5608,4,40,14,10,[5]
5609,6,43,14,8,[0]
5610,8,41,14,6,[5]
5611,10,44,14,4,[3]
5612,12,45,14,2,[1]
5613,14,44,14,0,[4]
5614,2,46,14,12,[4]
5615,4,48,14,10,[0]
5616,6,46,14,8,[5]
5617,8,48,14,6,[2]
5618,10,48,14,4,[4]
5619,12,48,14,2,[3]
5620,14,48,14,0,[0]
5621,2,46,14,12,[5]
5622,4,48,14,10,[1]
5623,6,47,14,8,[1]
5624,8,46,14,6,[1]
5625,10,45,14,4,[2]
5626,12,45,14,2,[4]
5627,14,47,14,0,[0]
5628,2,45,14,12,[2]
5629,4,45,14,10,[0]
5630,6,43,14,8,[4]
5631,8,45,14,6,[3]
5632,10,46,14,4,[1]
5633,12,45,14,2,[4]
5634,14,47,14,0,[2]
5635,2,47,14,12,[0]
5636,4,45,14,10,[1]
5637,6,44,14,8,[5]
5638,8,47,14,6,[4]
5639,10,48,14,4,[2]
5640,12,48,14,2,[2]
5641,14,48,14,0,[0]
5642,2,46,14,12,[1]
5643,4,45,14,10,[3]
5644,6,46,14,8,[5]
5645,8,48,14,6,[0]
5646,10,46,14,4,[2]
5647,12,46,14,2,[2]
5648,14,46,14,0,[2]
5649,2,46,14,12,[4]
5650,4,48,14,10,[1]
5651,6,47,14,8,[4]
5652,8,48,14,6,[2]
5653,10,48,14,4,[3]
5654,12,48,14,2,[1]
5655,14,47,14,0,[0]
5656,2,45,14,12,[0]
5657,4,43,14,10,[0]
5658,6,41,14,8,[3]
5659,8,42,14,6,[2]
5660,10,42,14,4,[4]
5661,12,44,14,2,[0]
5662,14,42,14,0,[3]
5663,2,43,14,12,[0]
5664,4,41,14,10,[4]
5665,6,43,14,8,[0]
5666,8,41,14,6,[4]
5667,10,43,14,4,[3]
5668,12,44,14,2,[5]
5669,14,47,14,0,[1]
5670,1,0,14,13,[1]
5671,3,0,14,11,[4]
5672,4,2,14,10,[2]
5673,6,2,14,8,[5]
5674,8,5,14,6,[0]
5675,10,3,14,4,[4]
5676,12,5,14,2,[2]
5677,2,5,14,12,[0]
5678,4,3,14,10,[1]
5679,6,2,14,8,[5]
5680,8,5,14,6,[4]
5681,10,7,14,4,[2]
5682,12,7,14,2,[4]
5683,14,9,14,0,[4]
5684,2,11,14,12,[0]
5685,4,9,14,10,[2]
5686,6,9,14,8,[3]
5687,8,10,14,6,[5]
5688,10,13,14,4,[4]
5689,12,15,14,2,[0]
5690,14,13,14,0,[1]
5691,2,12,14,12,[5]
5692,4,15,14,10,[5]
5693,6,18,14,8,[1]
5694,8,17,14,6,[5]
5695,10,20,14,4,[3]
5696,12,21,14,2,[1]
5697,14,20,14,0,[5]
5698,2,23,14,12,[5]
5699,4,26,14,10,[0]
5700,6,24,14,8,[4]
5701,8,26,14,6,[0]
5702,10,24,14,4,[2]
5703,12,24,14,2,[3]
5704,14,25,14,0,[2]
5705,2,25,14,12,[3]
5706,4,26,14,10,[4]
5707,6,28,14,8,[5]
5708,8,31,14,6,[5]
5709,10,34,14,4,[2]
5710,12,34,14,2,[5]
5711,14,37,14,0,[1]
5712,2,36,14,12,[1]
5713,4,35,14,10,[2]
5714,6,35,14,8,[2]
5715,8,35,14,6,[4]
5716,10,37,14,4,[2]
5717,12,37,14,2,[4]
5718,14,39,14,0,[0]
5719,2,37,14,12,[0]
5720,4,35,14,10,[0]
5721,6,33,14,8,[0]
5722,8,31,14,6,[0]
5723,10,29,14,4,[0]
5724,12,27,14,2,[3]
5725,14,28,14,0,[2]
5726,2,28,14,12,[1]
5727,4,27,14,10,[0]
5728,6,25,14,8,[3]
5729,8,26,14,6,[4]
5730,10,28,14,4,[0]
5731,12,26,14,2,[1]
5732,14,25,14,0,[2]
5733,2,25,14,12,[1]
5734,4,24,14,10,[5]
5735,6,27,14,8,[1]
5736,8,26,14,6,[0]
5737,10,24,14,4,[4]
5738,12,26,14,2,[3]
5739,14,27,14,0,[4]
5740,2,29,14,12,[0]
5741,4,27,14,10,[0]
5742,6,25,14,8,[0]
5743,8,23,14,6,[5]
5744,10,26,14,4,[1]
5745,12,25,14,2,[3]
5746,14,26,14,0,[1]
5747,2,25,14,12,[3]
5748,4,26,14,10,[2]
5749,6,26,14,8,[1]
5750,8,25,14,6,[5]
5751,10,28,14,4,[3]
5752,12,29,14,2,[2]
5753,14,29,14,0,[1]
5754,2,28,14,12,[0]
5755,4,26,14,10,[2]
5756,6,26,14,8,[5]
5757,8,29,14,6,[1]
5758,10,28,14,4,[2]
5759,12,28,14,2,[2]
5760,14,28,14,0,[1]
5761,2,27,14,12,[2]
5762,4,27,14,10,[5]
5763,6,30,14,8,[1]
5764,8,29,14,6,[0]
5765,10,27,14,4,[4]
5766,12,29,14,2,[1]
5767,14,28,14,0,[5]
5768,2,31,14,12,[3]
5769,4,32,14,10,[4]
5770,6,34,14,8,[2]
5771,8,34,14,6,[5]
5772,10,37,14,4,[3]
5773,12,38,14,2,[0]
5774,14,36,14,0,[4]
5775,1,0,14,13,[0]
5776,2,0,14,12,[2]
5777,3,0,14,11,[1]
5778,5,0,14,9,[0]
5779,5,0,14,9,[1]
5780,6,0,14,8,[1]
5781,7,0,14,7,[2]
5782,1,0,14,13,[2]
5783,3,0,14,11,[3]
5784,5,1,14,9,[5]
5785,7,4,14,7,[0]
5786,9,2,14,5,[1]
5787,11,1,14,3,[1]
5788,13,0,14,1,[0]
5789,1,0,14,13,[0]
5790,1,0,14,13,[0]
5791,1,0,14,13,[5]
5792,2,3,14,12,[2]
5793,4,3,14,10,[1]
5794,6,2,14,8,[1]
5795,8,1,14,6,[2]
5796,2,1,14,12,[0]
5797,4,0,14,10,[1]
5798,5,0,14,9,[4]
5799,6,2,14,8,[3]
5800,8,3,14,6,[0]
5801,10,1,14,4,[1]
5802,12,0,14,2,[0]
5803,1,0,14,13,[0]
5804,1,0,14,13,[5]
5805,2,3,14,12,[1]
5806,4,2,14,10,[2]
5807,6,2,14,8,[5]
5808,8,5,14,6,[2]
5809,10,5,14,4,[4]
5810,2,7,14,12,[4]
5811,4,9,14,10,[4]
5812,6,11,14,8,[3]
5813,8,12,14,6,[0]
5814,10,10,14,4,[0]
5815,12,8,14,2,[5]
5816,14,11,14,0,[2]
5817,2,11,14,12,[1]
5818,4,10,14,10,[2]
5819,6,10,14,8,[4]
5820,8,12,14,6,[4]
5821,10,14,14,4,[3]
5822,12,15,14,2,[0]
5823,14,13,14,0,[0]
5824,2,11,14,12,[2]
5825,4,11,14,10,[2]
5826,6,11,14,8,[4]
5827,8,13,14,6,[4]
5828,10,15,14,4,[3]
5829,12,16,14,2,[4]
5830,14,18,14,0,[1]
5831,2,17,14,12,[3]
5832,4,18,14,10,[1]
5833,6,17,14,8,[3]
5834,8,18,14,6,[1]
5835,10,17,14,4,[1]
5836,12,16,14,2,[4]
5837,14,18,14,0,[0]
5838,2,16,14,12,[5]
5839,4,19,14,10,[1]
5840,6,18,14,8,[5]
5841,8,21,14,6,[5]
5842,10,24,14,4,[0]
5843,12,22,14,2,[2]
5844,14,22,14,0,[4]
5845,2,24,14,12,[1]
5846,4,23,14,10,[2]
5847,6,23,14,8,[3]
5848,8,24,14,6,[1]
5849,10,23,14,4,[4]
5850,12,25,14,2,[4]
5851,14,27,14,0,[5]
5852,2,30,14,12,[0]
5853,4,28,14,10,[4]
5854,6,30,14,8,[2]
5855,8,30,14,6,[4]
5856,10,32,14,4,[5]
5857,12,35,14,2,[5]
5858,14,38,14,0,[0]
5859,2,36,14,12,[1]
5860,4,35,14,10,[2]
5861,6,35,14,8,[5]
5862,8,38,14,6,[0]
5863,10,36,14,4,[3]
5864,12,37,14,2,[0]
5865,14,35,14,0,[4]
5866,2,37,14,12,[5]
5867,4,40,14,10,[1]
5868,6,39,14,8,[5]
5869,8,42,14,6,[5]
5870,10,45,14,4,[1]
5871,12,44,14,2,[4]
5872,14,46,14,0,[3]
5873,2,47,14,12,[2]
5874,4,47,14,10,[4]
5875,6,48,14,8,[3]
5876,8,48,14,6,[4]
5877,10,48,14,4,[1]
5878,12,47,14,2,[0]
5879,14,45,14,0,[1]
5880,1,0,14,13,[0]
5881,2,0,14,12,[3]
5882,3,1,14,11,[3]
5883,5,2,14,9,[3]
5884,7,3,14,7,[1]
5885,9,2,14,5,[1]
5886,11,1,14,3,[0]
5887,2,0,14,12,[4]
5888,3,2,14,11,[4]
5889,5,4,14,9,[5]
5890,7,7,14,7,[4]
5891,9,9,14,5,[2]
5892,11,9,14,3,[3]
5893,13,10,14,1,[3]
5894,2,11,14,12,[0]
5895,4,9,14,10,[5]
5896,6,12,14,8,[0]
5897,8,10,14,6,[2]
5898,10,10,14,4,[3]
5899,12,11,14,2,[3]
5900,14,12,14,0,[4]
5901,2,14,14,12,[0]
5902,4,12,14,10,[0]
5903,6,10,14,8,[2]
5904,8,10,14,6,[0]
5905,10,8,14,4,[1]
5906,12,7,14,2,[1]
5907,14,6,14,0,[1]
5908,2,5,14,12,[0]
5909,4,3,14,10,[2]
5910,6,3,14,8,[2]
5911,8,3,14,6,[3]
5912,10,4,14,4,[2]
5913,12,4,14,2,[5]
5914,14,7,14,0,[3]
5915,2,8,14,12,[5]
5916,4,11,14,10,[3]
5917,6,12,14,8,[1]
5918,8,11,14,6,[3]
5919,10,12,14,4,[3]
5920,12,13,14,2,[2]
5921,14,13,14,0,[5]
5922,2,16,14,12,[2]
5923,4,16,14,10,[2]
5924,6,16,14,8,[2]
5925,8,16,14,6,[0]
5926,10,14,14,4,[1]
5927,12,13,14,2,[1]
5928,14,12,14,0,[5]
5929,2,15,14,12,[2]
5930,4,15,14,10,[0]
5931,6,13,14,8,[3]
5932,8,14,14,6,[2]
5933,10,14,14,4,[5]
5934,12,17,14,2,[0]
5935,14,15,14,0,[3]
5936,2,16,14,12,[2]
5937,4,16,14,10,[1]
5938,6,15,14,8,[0]
5939,8,13,14,6,[3]
5940,10,14,14,4,[3]
5941,12,15,14,2,[5]
5942,14,18,14,0,[2]
5943,2,18,14,12,[0]
5944,4,16,14,10,[3]
5945,6,17,14,8,[3]
5946,8,18,14,6,[0]
5947,10,16,14,4,[5]
5948,12,19,14,2,[0]
5949,14,17,14,0,[3]
5950,2,18,14,12,[4]
5951,4,20,14,10,[4]
5952,6,22,14,8,[3]
5953,8,23,14,6,[0]
5954,10,21,14,4,[4]
5955,12,23,14,2,[1]
5956,14,22,14,0,[5]
5957,2,25,14,12,[5]
5958,4,28,14,10,[1]
5959,6,27,14,8,[5]
5960,8,30,14,6,[1]
5961,10,29,14,4,[2]
5962,12,29,14,2,[3]
5963,14,30,14,0,[5]
5964,2,33,14,12,[2]
5965,4,33,14,10,[1]
5966,6,32,14,8,[3]
5967,8,33,14,6,[5]
5968,10,36,14,4,[5]
5969,12,39,14,2,[0]
5970,14,37,14,0,[4]
5971,2,39,14,12,[2]
5972,4,39,14,10,[1]
5973,6,38,14,8,[0]
5974,8,36,14,6,[1]
5975,10,35,14,4,[3]
5976,12,36,14,2,[3]
5977,14,37,14,0,[4]
5978,2,39,14,12,[3]
5979,4,40,14,10,[5]
5980,6,43,14,8,[3]
5981,8,44,14,6,[4]
5982,10,46,14,4,[2]
5983,12,46,14,2,[1]
5984,14,45,14,0,[5]
5985,1,0,14,13,[1]
5986,3,0,14,11,[1]
5987,4,0,14,10,[5]
5988,5,3,14,9,[0]
5989,7,1,14,7,[0]
5990,9,0,14,5,[4]
5991,10,2,14,4,[2]
5992,2,2,14,12,[4]
5993,4,4,14,10,[0]
5994,6,2,14,8,[5]
5995,8,5,14,6,[1]
5996,10,4,14,4,[0]
5997,12,2,14,2,[1]
5998,14,1,14,0,[0]
5999,2,0,14,12,[1]
6000,3,0,14,11,[2]
6001,4,0,14,10,[4]
6002,6,2,14,8,[2]
6003,8,2,14,6,[0]
6004,10,0,14,4,[3]
6005,12,1,14,2,[3]
6006,2,2,14,12,[5]
6007,4,5,14,10,[0]
6008,6,3,14,8,[0]
6009,8,1,14,6,[2]
6010,10,1,14,4,[2]
6011,12,1,14,2,[4]
6012,14,3,14,0,[3]
6013,2,4,14,12,[5]
6014,4,7,14,10,[1]
6015,6,6,14,8,[2]
6016,8,6,14,6,[0]
6017,10,4,14,4,[1]
6018,12,3,14,2,[0]
6019,14,1,14,0,[1]
6020,2,0,14,12,[1]
6021,4,0,14,10,[5]
6022,5,3,14,9,[0]
6023,7,1,14,7,[5]
6024,9,4,14,5,[4]
6025,11,6,14,3,[4]
6026,13,8,14,1,[2]
6027,2,8,14,12,[1]
6028,4,7,14,10,[4]
6029,6,9,14,8,[3]
6030,8,10,14,6,[0]
6031,10,8,14,4,[0]
6032,12,6,14,2,[5]
6033,14,9,14,0,[3]
6034,2,10,14,12,[5]
6035,4,13,14,10,[3]
6036,6,14,14,8,[3]
6037,8,15,14,6,[3]
6038,10,16,14,4,[2]
6039,12,16,14,2,[4]
6040,14,18,14,0,[4]
6041,2,20,14,12,[3]
6042,4,21,14,10,[1]
6043,6,20,14,8,[3]
6044,8,21,14,6,[3]
6045,10,22,14,4,[0]
6046,12,20,14,2,[0]
6047,14,18,14,0,[2]
6048,2,18,14,12,[3]
6049,4,19,14,10,[0]
6050,6,17,14,8,[2]
6051,8,17,14,6,[2]
6052,10,17,14,4,[1]
6053,12,16,14,2,[3]
6054,14,17,14,0,[4]
6055,2,19,14,12,[4]
6056,4,21,14,10,[3]
6057,6,22,14,8,[2]
6058,8,22,14,6,[0]
6059,10,20,14,4,[4]
6060,12,22,14,2,[1]
6061,14,21,14,0,[2]
6062,2,21,14,12,[2]
6063,4,21,14,10,[0]
6064,6,19,14,8,[1]
6065,8,18,14,6,[5]
6066,10,21,14,4,[3]
6067,12,22,14,2,[3]
6068,14,23,14,0,[1]
6069,2,22,14,12,[2]
6070,4,22,14,10,[5]
6071,6,25,14,8,[3]
6072,8,26,14,6,[1]
6073,10,25,14,4,[3]
6074,12,26,14,2,[5]
6075,14,29,14,0,[5]
6076,2,32,14,12,[4]
6077,4,34,14,10,[2]
6078,6,34,14,8,[5]
6079,8,37,14,6,[1]
6080,10,36,14,4,[3]
6081,12,37,14,2,[1]
6082,14,36,14,0,[2]
6083,2,36,14,12,[2]
6084,4,36,14,10,[5]
6085,6,39,14,8,[0]
6086,8,37,14,6,[0]
6087,10,35,14,4,[2]
6088,12,35,14,2,[0]
6089,14,33,14,0,[0]
6090,1,0,14,13,[1]
6091,3,0,14,11,[2]
6092,4,0,14,10,[2]
6093,6,0,14,8,[2]
6094,8,0,14,6,[1]
6095,10,0,14,4,[1]
6096,11,0,14,3,[2]
6097,1,0,14,13,[5]
6098,3,3,14,11,[0]
6099,5,1,14,9,[0]
6100,7,0,14,7,[4]
6101,8,2,14,6,[3]
6102,10,3,14,4,[0]
6103,12,1,14,2,[4]
6104,2,3,14,12,[1]
6105,4,2,14,10,[5]
6106,6,5,14,8,[1]
6107,8,4,14,6,[3]
6108,10,5,14,4,[2]
6109,12,5,14,2,[5]
6110,14,8,14,0,[3]
6111,2,9,14,12,[3]
6112,4,10,14,10,[4]
6113,6,12,14,8,[0]
6114,8,10,14,6,[1]
6115,10,9,14,4,[5]
6116,12,12,14,2,[2]
6117,14,12,14,0,[2]
6118,2,12,14,12,[3]
6119,4,13,14,10,[0]
6120,6,11,14,8,[1]
6121,8,10,14,6,[1]
6122,10,9,14,4,[0]
6123,12,7,14,2,[0]
6124,14,5,14,0,[2]
6125,2,5,14,12,[0]
6126,4,3,14,10,[5]
6127,6,6,14,8,[4]
6128,8,8,14,6,[4]
6129,10,10,14,4,[2]
6130,12,10,14,2,[1]
6131,14,9,14,0,[1]
6132,2,8,14,12,[1]
6133,4,7,14,10,[0]
6134,6,5,14,8,[0]
6135,8,3,14,6,[4]
6136,10,5,14,4,[0]
6137,12,3,14,2,[1]
6138,14,2,14,0,[3]
6139,2,3,14,12,[3]
6140,4,4,14,10,[0]
6141,6,2,14,8,[1]
6142,8,1,14,6,[3]
6143,10,2,14,4,[4]
6144,12,4,14,2,[2]
6145,14,4,14,0,[1]
6146,2,3,14,12,[1]
6147,4,2,14,10,[1]
6148,6,1,14,8,[2]
6149,8,1,14,6,[3]
6150,10,2,14,4,[1]
6151,12,1,14,2,[4]
6152,14,3,14,0,[4]
6153,2,5,14,12,[0]
6154,4,3,14,10,[5]
6155,6,6,14,8,[3]
6156,8,7,14,6,[4]
6157,10,9,14,4,[4]
6158,12,11,14,2,[3]
6159,14,12,14,0,[5]
6160,2,15,14,12,[0]
6161,4,13,14,10,[5]
6162,6,16,14,8,[1]
6163,8,15,14,6,[0]
6164,10,13,14,4,[5]
6165,12,16,14,2,[3]
6166,14,17,14,0,[0]
6167,2,15,14,12,[1]
6168,4,14,14,10,[0]
6169,6,12,14,8,[2]
6170,8,12,14,6,[2]
6171,10,12,14,4,[1]
6172,12,11,14,2,[4]
6173,14,13,14,0,[5]
6174,2,16,14,12,[0]
6175,4,14,14,10,[0]
6176,6,12,14,8,[5]
6177,8,15,14,6,[5]
6178,10,18,14,4,[0]
6179,12,16,14,2,[0]
6180,14,14,14,0,[3]
6181,2,15,14,12,[2]
6182,4,15,14,10,[4]
6183,6,17,14,8,[5]
6184,8,20,14,6,[0]
6185,10,18,14,4,[5]
6186,12,21,14,2,[0]
6187,14,19,14,0,[0]
6188,2,17,14,12,[0]
6189,4,15,14,10,[2]
6190,6,15,14,8,[2]
6191,8,15,14,6,[0]
6192,10,13,14,4,[0]
6193,12,11,14,2,[1]
6194,14,10,14,0,[5]
6195,1,0,14,13,[2]
6196,3,0,14,11,[4]
6197,5,2,14,9,[5]
6198,7,5,14,7,[1]
6199,9,4,14,5,[5]
6200,11,7,14,3,[3]
6201,13,8,14,1,[0]
6202,2,6,14,12,[2]
6203,4,6,14,10,[1]
6204,6,5,14,8,[3]
6205,8,6,14,6,[0]
6206,10,4,14,4,[2]
6207,12,4,14,2,[1]
6208,14,3,14,0,[0]
6209,2,1,14,12,[4]
6210,4,3,14,10,[3]
6211,6,4,14,8,[5]
6212,8,7,14,6,[2]
6213,10,7,14,4,[4]
6214,12,9,14,2,[2]
6215,14,9,14,0,[1]
6216,2,8,14,12,[5]
6217,4,11,14,10,[5]
6218,6,14,14,8,[5]
6219,8,17,14,6,[2]
6220,10,17,14,4,[1]
6221,12,16,14,2,[3]
6222,14,17,14,0,[4]
6223,2,19,14,12,[1]
6224,4,18,14,10,[5]
6225,6,21,14,8,[3]
6226,8,22,14,6,[5]
6227,10,25,14,4,[3]
6228,12,26,14,2,[1]
6229,14,25,14,0,[4]
6230,2,27,14,12,[0]
6231,4,25,14,10,[4]
6232,6,27,14,8,[5]
6233,8,30,14,6,[3]
6234,10,31,14,4,[3]
6235,12,32,14,2,[0]
6236,14,30,14,0,[5]
6237,2,33,14,12,[4]
6238,4,35,14,10,[1]
6239,6,34,14,8,[1]
6240,8,33,14,6,[3]
6241,10,34,14,4,[3]
6242,12,35,14,2,[2]
6243,14,35,14,0,[5]
6244,2,38,14,12,[2]
6245,4,38,14,10,[5]
6246,6,41,14,8,[1]
6247,8,40,14,6,[4]
6248,10,42,14,4,[2]
6249,12,42,14,2,[3]
6250,14,43,14,0,[1]
6251,2,42,14,12,[4]
6252,4,44,14,10,[5]
6253,6,47,14,8,[0]
6254,8,45,14,6,[3]
6255,10,46,14,4,[2]
6256,12,46,14,2,[5]
6257,14,48,14,0,[3]
6258,2,48,14,12,[3]
6259,4,48,14,10,[5]
6260,6,48,14,8,[5]
6261,8,48,14,6,[1]
6262,10,47,14,4,[2]
6263,12,47,14,2,[3]
6264,14,48,14,0,[3]
6265,2,48,14,12,[3]
6266,4,48,14,10,[4]
6267,6,48,14,8,[1]
6268,8,47,14,6,[5]
6269,10,48,14,4,[3]
6270,12,48,14,2,[0]
6271,14,46,14,0,[3]
6272,2,47,14,12,[0]
6273,4,45,14,10,[1]
6274,6,44,14,8,[1]
6275,8,43,14,6,[0]
6276,10,41,14,4,[3]
6277,12,42,14,2,[3]
6278,14,43,14,0,[1]
6279,2,42,14,12,[0]
6280,4,40,14,10,[4]
6281,6,42,14,8,[3]
6282,8,43,14,6,[0]
6283,10,41,14,4,[5]
6284,12,44,14,2,[5]
6285,14,47,14,0,[2]
6286,2,47,14,12,[0]
6287,4,45,14,10,[0]
6288,6,43,14,8,[3]
6289,8,44,14,6,[3]
6290,10,45,14,4,[5]
6291,12,48,14,2,[3]
6292,14,48,14,0,[5]
6293,2,48,14,12,[5]
6294,4,48,14,10,[0]
6295,6,46,14,8,[2]
6296,8,46,14,6,[5]
6297,10,48,14,4,[5]
6298,12,48,14,2,[4]
6299,14,48,14,0,[1]
6300,1,0,14,13,[5]
6301,3,3,14,11,[4]
6302,5,5,14,9,[0]
6303,7,3,14,7,[4]
6304,9,5,14,5,[3]
6305,11,6,14,3,[4]
6306,13,8,14,1,[0]
6307,2,6,14,12,[5]
6308,4,9,14,10,[0]
6309,6,7,14,8,[1]
6310,8,6,14,6,[0]
6311,10,4,14,4,[3]
6312,12,5,14,2,[0]
6313,14,3,14,0,[4]
6314,2,5,14,12,[1]
6315,4,4,14,10,[4]
6316,6,6,14,8,[3]
6317,8,7,14,6,[4]
6318,10,9,14,4,[4]
6319,12,11,14,2,[2]
6320,14,11,14,0,[3]
6321,2,12,14,12,[1]
6322,4,11,14,10,[5]
6323,6,14,14,8,[0]
6324,8,12,14,6,[1]
6325,10,11,14,4,[1]
6326,12,10,14,2,[0]
6327,14,8,14,0,[4]
6328,2,10,14,12,[5]
6329,4,13,14,10,[0]
6330,6,11,14,8,[0]
6331,8,9,14,6,[4]
6332,10,11,14,4,[1]
6333,12,10,14,2,[2]
6334,14,10,14,0,[3]
6335,2,11,14,12,[3]
6336,4,12,14,10,[5]
6337,6,15,14,8,[5]
6338,8,18,14,6,[2]
6339,10,18,14,4,[0]
6340,12,16,14,2,[0]
6341,14,14,14,0,[3]
6342,2,15,14,12,[0]
6343,4,13,14,10,[5]
6344,6,16,14,8,[0]
6345,8,14,14,6,[4]
6346,10,16,14,4,[2]
6347,12,16,14,2,[2]
6348,14,16,14,0,[3]
6349,2,17,14,12,[5]
6350,4,20,14,10,[3]
6351,6,21,14,8,[0]
6352,8,19,14,6,[1]
6353,10,18,14,4,[4]
6354,12,20,14,2,[1]
6355,14,19,14,0,[0]
6356,2,17,14,12,[1]
6357,4,16,14,10,[4]
6358,6,18,14,8,[3]
6359,8,19,14,6,[3]
6360,10,20,14,4,[0]
6361,12,18,14,2,[1]
6362,14,17,14,0,[3]
6363,2,18,14,12,[3]
6364,4,19,14,10,[2]
6365,6,19,14,8,[5]
6366,8,22,14,6,[0]
6367,10,20,14,4,[1]
6368,12,19,14,2,[2]
6369,14,19,14,0,[4]
6370,2,21,14,12,[4]
6371,4,23,14,10,[1]
6372,6,22,14,8,[3]
6373,8,23,14,6,[3]
6374,10,24,14,4,[3]
6375,12,25,14,2,[3]
6376,14,26,14,0,[3]
