,0,1,2,3,4
2503,10,23,14,4,[5]
2504,12,26,14,2,[0]
2505,14,24,14,0,[4]
2506,2,26,14,12,[2]
2507,4,26,14,10,[2]
2508,6,26,14,8,[1]
2509,8,25,14,6,[0]
2510,10,23,14,4,[3]
2511,12,24,14,2,[0]
2512,14,22,14,0,[5]
2513,2,25,14,12,[3]
2514,4,26,14,10,[2]
2515,6,26,14,8,[5]
2516,8,29,14,6,[4]
2517,10,31,14,4,[2]
2518,12,31,14,2,[0]
2519,14,29,14,0,[5]
2520,1,0,14,13,[0]
2521,2,0,14,12,[1]
2522,3,0,14,11,[2]
2523,4,0,14,10,[0]
2524,5,0,14,9,[2]
2525,6,0,14,8,[0]
2526,7,0,14,7,[0]
2527,0,0,14,14,[3]
2528,1,1,14,13,[1]
2529,3,0,14,11,[3]
2530,5,1,14,9,[1]
2531,7,0,14,7,[4]
2532,9,2,14,5,[4]
2533,11,4,14,3,[0]
2534,2,2,14,12,[3]
2535,4,3,14,10,[3]
2536,6,4,14,8,[1]
2537,8,3,14,6,[0]
2538,10,1,14,4,[0]
2539,12,0,14,2,[0]
2540,12,0,14,2,[3]
2541,1,1,14,13,[3]
2542,3,2,14,11,[4]
2543,5,4,14,9,[4]
2544,7,6,14,7,[5]
2545,9,9,14,5,[2]
2546,11,9,14,3,[3]
2547,13,10,14,1,[3]
2548,2,11,14,12,[3]
2549,4,12,14,10,[0]
2550,6,10,14,8,[4]
2551,8,12,14,6,[1]
2552,10,11,14,4,[5]
2553,12,14,14,2,[0]
2554,14,12,14,0,[1]
2555,2,11,14,12,[0]
2556,4,9,14,10,[5]
2557,6,12,14,8,[0]
2558,8,10,14,6,[1]
2559,10,9,14,4,[3]
2560,12,10,14,2,[2]
2561,14,10,14,0,[3]
2562,2,11,14,12,[1]
2563,4,10,14,10,[0]
2564,6,8,14,8,[0]
2565,8,6,14,6,[2]
2566,10,6,14,4,[1]
2567,12,5,14,2,[0]
2568,14,3,14,0,[4]
2569,2,5,14,12,[1]
2570,4,4,14,10,[1]
2571,6,3,14,8,[3]
2572,8,4,14,6,[2]
2573,10,4,14,4,[1]
2574,12,3,14,2,[2]
2575,14,3,14,0,[4]
2576,2,5,14,12,[1]
2577,4,4,14,10,[5]
2578,6,7,14,8,[3]
2579,8,8,14,6,[2]
2580,10,8,14,4,[3]
2581,12,9,14,2,[1]
2582,14,8,14,0,[2]
2583,2,8,14,12,[2]
2584,4,8,14,10,[0]
2585,6,6,14,8,[5]
2586,8,9,14,6,[5]
2587,10,12,14,4,[0]
2588,12,10,14,2,[1]
2589,14,9,14,0,[0]
2590,2,7,14,12,[3]
2591,4,8,14,10,[0]
2592,6,6,14,8,[3]
2593,8,7,14,6,[4]
2594,10,9,14,4,[2]
2595,12,9,14,2,[1]
2596,14,8,14,0,[1]
2597,2,7,14,12,[0]
2598,4,5,14,10,[3]
2599,6,6,14,8,[5]
2600,8,9,14,6,[4]
2601,10,11,14,4,[2]
2602,12,11,14,2,[1]
2603,14,10,14,0,[3]
2604,2,11,14,12,[3]
2605,4,12,14,10,[0]
2606,6,10,14,8,[5]
2607,8,13,14,6,[4]
2608,10,15,14,4,[5]
2609,12,18,14,2,[5]
2610,14,21,14,0,[5]
2611,2,24,14,12,[1]
2612,4,23,14,10,[2]
2613,6,23,14,8,[3]
2614,8,24,14,6,[3]
2615,10,25,14,4,[2]
2616,12,25,14,2,[0]
2617,14,23,14,0,[4]
2618,2,25,14,12,[3]
2619,4,26,14,10,[5]
2620,6,29,14,8,[2]
2621,8,29,14,6,[0]
2622,10,27,14,4,[0]
2623,12,25,14,2,[3]
2624,14,26,14,0,[4]
2625,1,0,14,13,[1]
2626,3,0,14,11,[0]
2627,3,0,14,11,[1]
2628,4,0,14,10,[4]
2629,5,2,14,9,[5]
2630,7,5,14,7,[1]
2631,9,4,14,5,[5]
2632,2,7,14,12,[3]
2633,4,8,14,10,[5]
2634,6,11,14,8,[3]
2635,8,12,14,6,[0]
2636,10,10,14,4,[0]
2637,12,8,14,2,[0]
2638,14,6,14,0,[5]
2639,2,9,14,12,[2]
2640,4,9,14,10,[0]
2641,6,7,14,8,[4]
2642,8,9,14,6,[4]
2643,10,11,14,4,[2]
2644,12,11,14,2,[3]
2645,14,12,14,0,[1]
2646,2,11,14,12,[0]
2647,4,9,14,10,[0]
2648,6,7,14,8,[0]
2649,8,5,14,6,[0]
2650,10,3,14,4,[3]
2651,12,4,14,2,[5]
2652,14,7,14,0,[0]
2653,2,5,14,12,[2]
2654,4,5,14,10,[1]
2655,6,4,14,8,[4]
2656,8,6,14,6,[3]
2657,10,7,14,4,[5]
2658,12,10,14,2,[0]
2659,14,8,14,0,[3]
2660,2,9,14,12,[2]
2661,4,9,14,10,[1]
2662,6,8,14,8,[3]
2663,8,9,14,6,[1]
2664,10,8,14,4,[3]
2665,12,9,14,2,[0]
2666,14,7,14,0,[1]
2667,2,6,14,12,[3]
2668,4,7,14,10,[1]
2669,6,6,14,8,[4]
2670,8,8,14,6,[0]
2671,10,6,14,4,[1]
2672,12,5,14,2,[0]
2673,14,3,14,0,[4]
2674,2,5,14,12,[0]
2675,4,3,14,10,[0]
2676,6,1,14,8,[3]
2677,8,2,14,6,[4]
2678,10,4,14,4,[2]
2679,12,4,14,2,[0]
2680,14,2,14,0,[5]
2681,2,5,14,12,[0]
2682,4,3,14,10,[4]
2683,6,5,14,8,[4]
2684,8,7,14,6,[5]
2685,10,10,14,4,[3]
2686,12,11,14,2,[0]
2687,14,9,14,0,[1]
2688,2,8,14,12,[2]
2689,4,8,14,10,[4]
2690,6,10,14,8,[5]
2691,8,13,14,6,[5]
2692,10,16,14,4,[5]
2693,12,19,14,2,[2]
2694,14,19,14,0,[1]
2695,2,18,14,12,[5]
2696,4,21,14,10,[5]
2697,6,24,14,8,[5]
2698,8,27,14,6,[4]
2699,10,29,14,4,[3]
2700,12,30,14,2,[5]
2701,14,33,14,0,[5]
2702,2,36,14,12,[0]
2703,4,34,14,10,[2]
2704,6,34,14,8,[5]
2705,8,37,14,6,[5]
2706,10,40,14,4,[0]
2707,12,38,14,2,[2]
2708,14,38,14,0,[3]
2709,2,39,14,12,[5]
2710,4,42,14,10,[2]
2711,6,42,14,8,[4]
2712,8,44,14,6,[3]
2713,10,45,14,4,[3]
2714,12,46,14,2,[3]
2715,14,47,14,0,[5]
2716,2,48,14,12,[3]
2717,4,48,14,10,[2]
2718,6,48,14,8,[5]
2719,8,48,14,6,[0]
2720,10,46,14,4,[2]
2721,12,46,14,2,[2]
2722,14,46,14,0,[5]
2723,2,48,14,12,[0]
2724,4,46,14,10,[2]
2725,6,46,14,8,[2]
2726,8,46,14,6,[2]
2727,10,46,14,4,[1]
2728,12,45,14,2,[4]
2729,14,47,14,0,[3]
2730,1,0,14,13,[3]
2731,3,1,14,11,[4]
2732,5,3,14,9,[0]
2733,7,1,14,7,[0]
2734,9,0,14,5,[1]
2735,10,0,14,4,[5]
2736,11,3,14,3,[1]
2737,2,2,14,12,[3]
2738,4,3,14,10,[5]
2739,6,6,14,8,[4]
2740,8,8,14,6,[3]
2741,10,9,14,4,[3]
2742,12,10,14,2,[3]
2743,14,11,14,0,[3]
2744,2,12,14,12,[1]
2745,4,11,14,10,[5]
2746,6,14,14,8,[5]
2747,8,17,14,6,[2]
2748,10,17,14,4,[0]
2749,12,15,14,2,[1]
2750,14,14,14,0,[2]
2751,2,14,14,12,[2]
2752,4,14,14,10,[4]
2753,6,16,14,8,[0]
2754,8,14,14,6,[0]
2755,10,12,14,4,[0]
2756,12,10,14,2,[1]
2757,14,9,14,0,[5]
2758,2,12,14,12,[2]
2759,4,12,14,10,[1]
2760,6,11,14,8,[4]
2761,8,13,14,6,[2]
2762,10,13,14,4,[4]
2763,12,15,14,2,[2]
2764,14,15,14,0,[1]
2765,2,14,14,12,[2]
2766,4,14,14,10,[2]
2767,6,14,14,8,[2]
2768,8,14,14,6,[2]
2769,10,14,14,4,[4]
2770,12,16,14,2,[3]
2771,14,17,14,0,[3]
2772,2,18,14,12,[4]
2773,4,20,14,10,[4]
2774,6,22,14,8,[1]
2775,8,21,14,6,[4]
2776,10,23,14,4,[1]
2777,12,22,14,2,[2]
2778,14,22,14,0,[1]
2779,2,21,14,12,[0]
2780,4,19,14,10,[3]
2781,6,20,14,8,[3]
2782,8,21,14,6,[2]
2783,10,21,14,4,[0]
2784,12,19,14,2,[2]
2785,14,19,14,0,[1]
2786,2,18,14,12,[2]
2787,4,18,14,10,[0]
2788,6,16,14,8,[5]
2789,8,19,14,6,[1]
2790,10,18,14,4,[1]
2791,12,17,14,2,[2]
2792,14,17,14,0,[0]
2793,2,15,14,12,[0]
2794,4,13,14,10,[1]
2795,6,12,14,8,[5]
2796,8,15,14,6,[2]
2797,10,15,14,4,[1]
2798,12,14,14,2,[0]
2799,14,12,14,0,[5]
2800,2,15,14,12,[5]
2801,4,18,14,10,[2]
2802,6,18,14,8,[3]
2803,8,19,14,6,[1]
2804,10,18,14,4,[0]
2805,12,16,14,2,[3]
2806,14,17,14,0,[1]
2807,2,16,14,12,[3]
2808,4,17,14,10,[3]
2809,6,18,14,8,[1]
2810,8,17,14,6,[1]
2811,10,16,14,4,[4]
2812,12,18,14,2,[2]
2813,14,18,14,0,[3]
2814,2,19,14,12,[0]
2815,4,17,14,10,[3]
2816,6,18,14,8,[3]
2817,8,19,14,6,[4]
2818,10,21,14,4,[2]
2819,12,21,14,2,[5]
2820,14,24,14,0,[0]
2821,2,22,14,12,[0]
2822,4,20,14,10,[2]
2823,6,20,14,8,[4]
2824,8,22,14,6,[0]
2825,10,20,14,4,[2]
2826,12,20,14,2,[5]
2827,14,23,14,0,[1]
2828,2,22,14,12,[0]
2829,4,20,14,10,[1]
2830,6,19,14,8,[4]
2831,8,21,14,6,[3]
2832,10,22,14,4,[1]
2833,12,21,14,2,[5]
2834,14,24,14,0,[5]
2835,1,0,14,13,[4]
2836,3,2,14,11,[4]
2837,5,4,14,9,[2]
2838,7,4,14,7,[3]
2839,9,5,14,5,[0]
2840,11,3,14,3,[0]
2841,13,1,14,1,[4]
2842,2,3,14,12,[4]
2843,4,5,14,10,[2]
2844,6,5,14,8,[2]
2845,8,5,14,6,[4]
2846,10,7,14,4,[1]
2847,12,6,14,2,[4]
2848,14,8,14,0,[2]
2849,2,8,14,12,[3]
2850,4,9,14,10,[2]
2851,6,9,14,8,[5]
2852,8,12,14,6,[5]
2853,10,15,14,4,[5]
2854,12,18,14,2,[4]
2855,14,20,14,0,[5]
2856,2,23,14,12,[5]
2857,4,26,14,10,[4]
2858,6,28,14,8,[1]
2859,8,27,14,6,[0]
2860,10,25,14,4,[2]
2861,12,25,14,2,[5]
2862,14,28,14,0,[4]
2863,2,30,14,12,[4]
2864,4,32,14,10,[3]
2865,6,33,14,8,[3]
2866,8,34,14,6,[2]
2867,10,34,14,4,[1]
2868,12,33,14,2,[1]
2869,14,32,14,0,[3]
2870,2,33,14,12,[3]
2871,4,34,14,10,[5]
2872,6,37,14,8,[1]
2873,8,36,14,6,[1]
2874,10,35,14,4,[0]
2875,12,33,14,2,[4]
2876,14,35,14,0,[3]
2877,2,36,14,12,[4]
2878,4,38,14,10,[4]
2879,6,40,14,8,[1]
2880,8,39,14,6,[2]
2881,10,39,14,4,[3]
2882,12,40,14,2,[3]
2883,14,41,14,0,[1]
2884,2,40,14,12,[0]
2885,4,38,14,10,[4]
2886,6,40,14,8,[0]
2887,8,38,14,6,[1]
2888,10,37,14,4,[2]
2889,12,37,14,2,[0]
2890,14,35,14,0,[4]
2891,2,37,14,12,[0]
2892,4,35,14,10,[4]
2893,6,37,14,8,[3]
2894,8,38,14,6,[0]
2895,10,36,14,4,[3]
2896,12,37,14,2,[4]
2897,14,39,14,0,[3]
2898,2,40,14,12,[0]
2899,4,38,14,10,[5]
2900,6,41,14,8,[1]
2901,8,40,14,6,[3]
2902,10,41,14,4,[2]
2903,12,41,14,2,[0]
2904,14,39,14,0,[0]
2905,2,37,14,12,[3]
2906,4,38,14,10,[3]
2907,6,39,14,8,[4]
2908,8,41,14,6,[3]
2909,10,42,14,4,[5]
2910,12,45,14,2,[4]
2911,14,47,14,0,[4]
2912,2,48,14,12,[0]
2913,4,46,14,10,[4]
2914,6,48,14,8,[4]
2915,8,48,14,6,[5]
2916,10,48,14,4,[2]
2917,12,48,14,2,[1]
2918,14,47,14,0,[5]
2919,2,48,14,12,[3]
2920,4,48,14,10,[4]
2921,6,48,14,8,[4]
2922,8,48,14,6,[1]
2923,10,47,14,4,[4]
2924,12,48,14,2,[3]
2925,14,48,14,0,[0]
2926,2,46,14,12,[5]
2927,4,48,14,10,[1]
2928,6,47,14,8,[3]
2929,8,48,14,6,[5]
2930,10,48,14,4,[5]
2931,12,48,14,2,[0]
2932,14,46,14,0,[2]
2933,2,46,14,12,[4]
2934,4,48,14,10,[1]
2935,6,47,14,8,[3]
2936,8,48,14,6,[5]
2937,10,48,14,4,[2]
2938,12,48,14,2,[3]
2939,14,48,14,0,[3]
2940,1,0,14,13,[1]
2941,3,0,14,11,[3]
2942,4,1,14,10,[0]
2943,6,0,14,8,[5]
2944,7,3,14,7,[3]
2945,9,4,14,5,[2]
2946,11,4,14,3,[0]
2947,2,2,14,12,[5]
2948,4,5,14,10,[2]
2949,6,5,14,8,[4]
2950,8,7,14,6,[2]
2951,10,7,14,4,[2]
2952,12,7,14,2,[4]
2953,14,9,14,0,[3]
2954,2,10,14,12,[2]
2955,4,10,14,10,[4]
2956,6,12,14,8,[2]
2957,8,12,14,6,[2]
2958,10,12,14,4,[3]
2959,12,13,14,2,[2]
2960,14,13,14,0,[1]
2961,2,12,14,12,[3]
2962,4,13,14,10,[1]
2963,6,12,14,8,[0]
2964,8,10,14,6,[4]
2965,10,12,14,4,[4]
2966,12,14,14,2,[4]
2967,14,16,14,0,[1]
2968,2,15,14,12,[2]
2969,4,15,14,10,[3]
2970,6,16,14,8,[4]
2971,8,18,14,6,[0]
2972,10,16,14,4,[4]
2973,12,18,14,2,[4]
2974,14,20,14,0,[2]
2975,2,20,14,12,[2]
2976,4,20,14,10,[0]
2977,6,18,14,8,[3]
2978,8,19,14,6,[0]
2979,10,17,14,4,[4]
2980,12,19,14,2,[1]
2981,14,18,14,0,[1]
2982,2,17,14,12,[3]
2983,4,18,14,10,[4]
2984,6,20,14,8,[0]
2985,8,18,14,6,[2]
2986,10,18,14,4,[1]
2987,12,17,14,2,[4]
2988,14,19,14,0,[2]
2989,2,19,14,12,[4]
2990,4,21,14,10,[5]
2991,6,24,14,8,[3]
2992,8,25,14,6,[0]
2993,10,23,14,4,[2]
2994,12,23,14,2,[5]
2995,14,26,14,0,[0]
2996,2,24,14,12,[5]
2997,4,27,14,10,[2]
2998,6,27,14,8,[5]
2999,8,30,14,6,[1]
3000,10,29,14,4,[0]
3001,12,27,14,2,[3]
3002,14,28,14,0,[1]
3003,2,27,14,12,[3]
3004,4,28,14,10,[0]
3005,6,26,14,8,[1]
3006,8,25,14,6,[4]
3007,10,27,14,4,[5]
3008,12,30,14,2,[4]
3009,14,32,14,0,[5]
3010,2,35,14,12,[2]
3011,4,35,14,10,[2]
3012,6,35,14,8,[4]
3013,8,37,14,6,[5]
3014,10,40,14,4,[1]
3015,12,39,14,2,[0]
3016,14,37,14,0,[0]
3017,2,35,14,12,[2]
3018,4,35,14,10,[2]
3019,6,35,14,8,[3]
3020,8,36,14,6,[0]
3021,10,34,14,4,[0]
3022,12,32,14,2,[5]
3023,14,35,14,0,[1]
3024,2,34,14,12,[0]
3025,4,32,14,10,[5]
3026,6,35,14,8,[2]
3027,8,35,14,6,[0]
3028,10,33,14,4,[5]
3029,12,36,14,2,[5]
3030,14,39,14,0,[5]
3031,2,42,14,12,[5]
3032,4,45,14,10,[2]
3033,6,45,14,8,[5]
3034,8,48,14,6,[0]
3035,10,46,14,4,[5]
3036,12,48,14,2,[0]
3037,14,46,14,0,[0]
3038,2,44,14,12,[0]
3039,4,42,14,10,[2]
3040,6,42,14,8,[0]
3041,8,40,14,6,[0]
3042,10,38,14,4,[4]
3043,12,40,14,2,[1]
3044,14,39,14,0,[1]
3045,1,0,14,13,[0]
3046,2,0,14,12,[5]
3047,3,3,14,11,[5]
3048,5,6,14,9,[2]
3049,7,6,14,7,[3]
3050,9,7,14,5,[3]
3051,11,8,14,3,[0]
3052,2,6,14,12,[0]
3053,4,4,14,10,[4]
3054,6,6,14,8,[5]
3055,8,9,14,6,[4]
3056,10,11,14,4,[3]
3057,12,12,14,2,[3]
3058,14,13,14,0,[0]
3059,2,11,14,12,[0]
3060,4,9,14,10,[5]
3061,6,12,14,8,[0]
3062,8,10,14,6,[2]
3063,10,10,14,4,[3]
3064,12,11,14,2,[0]
3065,14,9,14,0,[1]
3066,2,8,14,12,[0]
3067,4,6,14,10,[0]
3068,6,4,14,8,[5]
3069,8,7,14,6,[0]
3070,10,5,14,4,[2]
3071,12,5,14,2,[1]
3072,14,4,14,0,[0]
3073,2,2,14,12,[5]
3074,4,5,14,10,[2]
3075,6,5,14,8,[4]
3076,8,7,14,6,[3]
3077,10,8,14,4,[4]
3078,12,10,14,2,[0]
3079,14,8,14,0,[0]
3080,2,6,14,12,[4]
3081,4,8,14,10,[2]
3082,6,8,14,8,[3]
3083,8,9,14,6,[4]
3084,10,11,14,4,[4]
3085,12,13,14,2,[0]
3086,14,11,14,0,[5]
3087,2,14,14,12,[3]
3088,4,15,14,10,[4]
3089,6,17,14,8,[0]
3090,8,15,14,6,[2]
3091,10,15,14,4,[5]
3092,12,18,14,2,[1]
3093,14,17,14,0,[4]
3094,2,19,14,12,[0]
3095,4,17,14,10,[2]
3096,6,17,14,8,[1]
3097,8,16,14,6,[2]
3098,10,16,14,4,[5]
3099,12,19,14,2,[1]
3100,14,18,14,0,[5]
3101,2,21,14,12,[0]
3102,4,19,14,10,[5]
3103,6,22,14,8,[5]
3104,8,25,14,6,[4]
3105,10,27,14,4,[0]
3106,12,25,14,2,[2]
3107,14,25,14,0,[1]
3108,2,24,14,12,[5]
3109,4,27,14,10,[5]
3110,6,30,14,8,[2]
3111,8,30,14,6,[4]
3112,10,32,14,4,[3]
3113,12,33,14,2,[1]
3114,14,32,14,0,[1]
3115,2,31,14,12,[3]
3116,4,32,14,10,[2]
3117,6,32,14,8,[0]
3118,8,30,14,6,[2]
3119,10,30,14,4,[3]
3120,12,31,14,2,[4]
3121,14,33,14,0,[0]
3122,2,31,14,12,[2]
3123,4,31,14,10,[3]
3124,6,32,14,8,[3]
3125,8,33,14,6,[4]
3126,10,35,14,4,[2]
3127,12,35,14,2,[1]
3128,14,34,14,0,[2]
3129,2,34,14,12,[1]
3130,4,33,14,10,[4]
3131,6,35,14,8,[3]
3132,8,36,14,6,[4]
3133,10,38,14,4,[3]
3134,12,39,14,2,[1]
3135,14,38,14,0,[0]
3136,2,36,14,12,[0]
3137,4,34,14,10,[1]
3138,6,33,14,8,[4]
3139,8,35,14,6,[1]
3140,10,34,14,4,[2]
3141,12,34,14,2,[2]
3142,14,34,14,0,[3]
3143,2,35,14,12,[0]
3144,4,33,14,10,[3]
3145,6,34,14,8,[5]
3146,8,37,14,6,[2]
3147,10,37,14,4,[0]
3148,12,35,14,2,[5]
3149,14,38,14,0,[4]
3150,1,0,14,13,[3]
3151,3,1,14,11,[5]
3152,5,4,14,9,[4]
3153,7,6,14,7,[5]
3154,9,9,14,5,[4]
3155,11,11,14,3,[4]
3156,13,13,14,1,[4]
3157,2,15,14,12,[4]
3158,4,17,14,10,[2]
3159,6,17,14,8,[2]
3160,8,17,14,6,[3]
3161,10,18,14,4,[5]
3162,12,21,14,2,[5]
3163,14,24,14,0,[4]
3164,2,26,14,12,[2]
3165,4,26,14,10,[5]
3166,6,29,14,8,[5]
3167,8,32,14,6,[1]
3168,10,31,14,4,[4]
3169,12,33,14,2,[1]
3170,14,32,14,0,[0]
3171,2,30,14,12,[3]
3172,4,31,14,10,[3]
3173,6,32,14,8,[2]
3174,8,32,14,6,[1]
3175,10,31,14,4,[2]
3176,12,31,14,2,[0]
3177,14,29,14,0,[4]
3178,2,31,14,12,[4]
3179,4,33,14,10,[1]
3180,6,32,14,8,[2]
3181,8,32,14,6,[2]
3182,10,32,14,4,[1]
3183,12,31,14,2,[1]
3184,14,30,14,0,[5]
3185,2,33,14,12,[3]
3186,4,34,14,10,[0]
3187,6,32,14,8,[5]
3188,8,35,14,6,[0]
3189,10,33,14,4,[3]
3190,12,34,14,2,[0]
3191,14,32,14,0,[2]
3192,2,32,14,12,[3]
3193,4,33,14,10,[0]
3194,6,31,14,8,[4]
3195,8,33,14,6,[3]
3196,10,34,14,4,[2]
3197,12,34,14,2,[4]
3198,14,36,14,0,[3]
3199,2,37,14,12,[0]
3200,4,35,14,10,[4]
3201,6,37,14,8,[0]
3202,8,35,14,6,[0]
3203,10,33,14,4,[5]
3204,12,36,14,2,[2]
3205,14,36,14,0,[3]
3206,2,37,14,12,[2]
3207,4,37,14,10,[2]
3208,6,37,14,8,[5]
3209,8,40,14,6,[3]
3210,10,41,14,4,[0]
3211,12,39,14,2,[2]
3212,14,39,14,0,[5]
3213,2,42,14,12,[0]
3214,4,40,14,10,[5]
3215,6,43,14,8,[0]
3216,8,41,14,6,[3]
3217,10,42,14,4,[3]
3218,12,43,14,2,[5]
3219,14,46,14,0,[4]
3220,2,48,14,12,[0]
3221,4,46,14,10,[3]
3222,6,47,14,8,[2]
3223,8,47,14,6,[1]
3224,10,46,14,4,[0]
3225,12,44,14,2,[4]
3226,14,46,14,0,[5]
3227,2,48,14,12,[1]
3228,4,47,14,10,[0]
3229,6,45,14,8,[5]
3230,8,48,14,6,[3]
3231,10,48,14,4,[3]
3232,12,48,14,2,[0]
3233,14,46,14,0,[4]
3234,2,48,14,12,[2]
3235,4,48,14,10,[4]
3236,6,48,14,8,[0]
3237,8,46,14,6,[1]
3238,10,45,14,4,[1]
3239,12,44,14,2,[2]
3240,14,44,14,0,[2]
3241,2,44,14,12,[1]
3242,4,43,14,10,[3]
3243,6,44,14,8,[4]
3244,8,46,14,6,[5]
3245,10,48,14,4,[1]
3246,12,47,14,2,[2]
3247,14,47,14,0,[4]
3248,2,48,14,12,[2]
3249,4,48,14,10,[3]
3250,6,48,14,8,[0]
3251,8,46,14,6,[3]
3252,10,47,14,4,[3]
3253,12,48,14,2,[5]
3254,14,48,14,0,[1]
3255,1,0,14,13,[0]
3256,2,0,14,12,[3]
3257,3,1,14,11,[3]
3258,5,2,14,9,[1]
3259,7,1,14,7,[3]
3260,9,2,14,5,[1]
3261,11,1,14,3,[4]
3262,2,3,14,12,[5]
3263,4,6,14,10,[0]
3264,6,4,14,8,[1]
3265,8,3,14,6,[5]
3266,10,6,14,4,[1]
3267,12,5,14,2,[0]
3268,14,3,14,0,[2]
3269,2,3,14,12,[0]
3270,4,1,14,10,[3]
3271,6,2,14,8,[2]
3272,8,2,14,6,[2]
3273,10,2,14,4,[1]
3274,12,1,14,2,[1]
3275,14,0,14,0,[2]
3276,2,0,14,12,[3]
3277,4,1,14,10,[2]
3278,6,1,14,8,[4]
3279,8,3,14,6,[2]
3280,10,3,14,4,[0]
3281,12,1,14,2,[1]
3282,14,0,14,0,[2]
3283,2,0,14,12,[3]
3284,4,1,14,10,[1]
3285,6,0,14,8,[0]
3286,7,0,14,7,[0]
3287,7,0,14,7,[1]
3288,8,0,14,6,[1]
3289,9,0,14,5,[1]
3290,1,0,14,13,[2]
3291,2,0,14,12,[1]
3292,4,0,14,10,[0]
3293,4,0,14,10,[1]
3294,5,0,14,9,[5]
3295,6,3,14,8,[3]
3296,8,4,14,6,[3]
3297,2,5,14,12,[1]
3298,4,4,14,10,[4]
3299,6,6,14,8,[5]
3300,8,9,14,6,[0]
3301,10,7,14,4,[4]
3302,12,9,14,2,[3]
3303,14,10,14,0,[3]
3304,2,11,14,12,[5]
3305,4,14,14,10,[3]
3306,6,15,14,8,[4]
3307,8,17,14,6,[3]
3308,10,18,14,4,[0]
3309,12,16,14,2,[4]
3310,14,18,14,0,[1]
3311,2,17,14,12,[2]
3312,4,17,14,10,[4]
3313,6,19,14,8,[5]
3314,8,22,14,6,[2]
3315,10,22,14,4,[1]
3316,12,21,14,2,[0]
3317,14,19,14,0,[5]
3318,2,22,14,12,[4]
3319,4,24,14,10,[5]
3320,6,27,14,8,[5]
3321,8,30,14,6,[3]
3322,10,31,14,4,[4]
3323,12,33,14,2,[5]
3324,14,36,14,0,[0]
3325,2,34,14,12,[0]
3326,4,32,14,10,[1]
3327,6,31,14,8,[0]
3328,8,29,14,6,[0]
3329,10,27,14,4,[0]
3330,12,25,14,2,[1]
3331,14,24,14,0,[3]
3332,2,25,14,12,[3]
3333,4,26,14,10,[1]
3334,6,25,14,8,[2]
3335,8,25,14,6,[2]
3336,10,25,14,4,[5]
3337,12,28,14,2,[4]
3338,14,30,14,0,[1]
3339,2,29,14,12,[0]
3340,4,27,14,10,[3]
3341,6,28,14,8,[0]
3342,8,26,14,6,[2]
3343,10,26,14,4,[4]
3344,12,28,14,2,[2]
3345,14,28,14,0,[1]
3346,2,27,14,12,[3]
3347,4,28,14,10,[0]
3348,6,26,14,8,[5]
3349,8,29,14,6,[2]
3350,10,29,14,4,[3]
3351,12,30,14,2,[0]
3352,14,28,14,0,[1]
3353,2,27,14,12,[4]
3354,4,29,14,10,[1]
3355,6,28,14,8,[4]
3356,8,30,14,6,[3]
3357,10,31,14,4,[2]
3358,12,31,14,2,[4]
3359,14,33,14,0,[5]
3360,1,0,14,13,[2]
3361,3,0,14,11,[4]
3362,5,2,14,9,[3]
3363,7,3,14,7,[5]
3364,9,6,14,5,[4]
3365,11,8,14,3,[1]
3366,13,7,14,1,[5]
3367,2,10,14,12,[0]
3368,4,8,14,10,[0]
3369,6,6,14,8,[3]
3370,8,7,14,6,[4]
3371,10,9,14,4,[3]
3372,12,10,14,2,[5]
3373,14,13,14,0,[0]
3374,2,11,14,12,[2]
3375,4,11,14,10,[3]
3376,6,12,14,8,[4]
3377,8,14,14,6,[3]
3378,10,15,14,4,[1]
3379,12,14,14,2,[2]
3380,14,14,14,0,[4]
3381,2,16,14,12,[1]
3382,4,15,14,10,[2]
3383,6,15,14,8,[0]
3384,8,13,14,6,[2]
3385,10,13,14,4,[0]
3386,12,11,14,2,[5]
3387,14,14,14,0,[5]
3388,2,17,14,12,[2]
3389,4,17,14,10,[0]
3390,6,15,14,8,[2]
3391,8,15,14,6,[1]
3392,10,14,14,4,[4]
3393,12,16,14,2,[5]
3394,14,19,14,0,[2]
3395,2,19,14,12,[1]
3396,4,18,14,10,[4]
3397,6,20,14,8,[0]
3398,8,18,14,6,[0]
3399,10,16,14,4,[1]
3400,12,15,14,2,[0]
3401,14,13,14,0,[3]
3402,2,14,14,12,[2]
3403,4,14,14,10,[5]
3404,6,17,14,8,[3]
3405,8,18,14,6,[3]
3406,10,19,14,4,[5]
3407,12,22,14,2,[4]
3408,14,24,14,0,[0]
3409,2,22,14,12,[0]
3410,4,20,14,10,[5]
3411,6,23,14,8,[3]
3412,8,24,14,6,[1]
3413,10,23,14,4,[1]
3414,12,22,14,2,[1]
3415,14,21,14,0,[5]
3416,2,24,14,12,[4]
3417,4,26,14,10,[1]
3418,6,25,14,8,[3]
3419,8,26,14,6,[2]
3420,10,26,14,4,[3]
3421,12,27,14,2,[0]
3422,14,25,14,0,[4]
3423,2,27,14,12,[1]
3424,4,26,14,10,[5]
3425,6,29,14,8,[3]
3426,8,30,14,6,[5]
3427,10,33,14,4,[1]
3428,12,32,14,2,[4]
3429,14,34,14,0,[0]
3430,2,32,14,12,[4]
3431,4,34,14,10,[1]
3432,6,33,14,8,[5]
3433,8,36,14,6,[4]
3434,10,38,14,4,[4]
