,"DEMAND{'Dist_Type': 'UNIFORM', 'min': 8, 'max': 12}, LEADTIME{'Dist_Type': 'UNIFORM', 'min': 1, 'max': 3}","DEMAND{'Dist_Type': 'UNIFORM', 'min': 8, 'max': 12}, LEADTIME{'Dist_Type': 'UNIFORM', 'min': 2, 'max': 4}","DEMAND{'Dist_Type': 'UNIFORM', 'min': 9, 'max': 13}, LEADTIME{'Dist_Type': 'UNIFORM', 'min': 1, 'max': 3}","DEMAND{'Dist_Type': 'UNIFORM', 'min': 9, 'max': 13}, LEADTIME{'Dist_Type': 'UNIFORM', 'min': 2, 'max': 4}","DEMAND{'Dist_Type': 'UNIFORM', 'min': 10, 'max': 14}, LEADTIME{'Dist_Type': 'UNIFORM', 'min': 1, 'max': 3}","DEMAND{'Dist_Type': 'UNIFORM', 'min': 10, 'max': 14}, LEADTIME{'Dist_Type': 'UNIFORM', 'min': 2, 'max': 4}","DEMAND{'Dist_Type': 'UNIFORM', 'min': 11, 'max': 15}, LEADTIME{'Dist_Type': 'UNIFORM', 'min': 1, 'max': 3}","DEMAND{'Dist_Type': 'UNIFORM', 'min': 11, 'max': 15}, LEADTIME{'Dist_Type': 'UNIFORM', 'min': 2, 'max': 4}","DEMAND{'Dist_Type': 'UNIFORM', 'min': 12, 'max': 16}, LEADTIME{'Dist_Type': 'UNIFORM', 'min': 1, 'max': 3}","DEMAND{'Dist_Type': 'UNIFORM', 'min': 12, 'max': 16}, LEADTIME{'Dist_Type': 'UNIFORM', 'min': 2, 'max': 4}"
0,-6333.655,-6370.94,-6324.67,-6265.565,-6314.92,-6297.86,-6282.88,-6274.45,-6300.61,-6299.12
